Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Value,CLTV
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,1,3706
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,1,4840
1,0,1,0,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,1,2777
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1,4428
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1,5913
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,1,4568
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,1,5379
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,1,5250
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,1,4094
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,1,3940
0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,1,3830
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,1,2860
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,1,3180
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,1,5651
1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,1,4601
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,1,3077
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,1,2587
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,1,2087
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,1,3200
1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,1,4981
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,1,4838
1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1,2508
0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1,3326
0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,1,3979
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,1,5863
0,0,1,0,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,1,3849
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1,5687
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1,4133
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1,4371
1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,1,6098
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,1,5688
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,1,5704
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1,4103
1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,1,5723
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,1,3335
0,0,1,0,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,1,4786
1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,1,5640
0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1,5727
0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,1,2893
0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,1,2230
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,1,5048
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,1,5094
1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,1,4324
1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,1,5146
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,1,4363
1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,1,2673
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,1,2041
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1,2159
0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,1,3369
1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,1,2041
0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,1,5452
0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,1,2268
0,0,0,0,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,1,2649
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,1,2567
0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,1,4193
0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,1,4003
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,1,5745
1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1,2055
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,1,2928
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,1,5598
0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,1,5100
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,1,4028
1,0,0,0,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,1,5436
0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1,3794
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1,5636
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,1,2264
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,1,4494
1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,1,3066
1,0,1,0,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,1,3687
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1,4016
1,0,1,0,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,1,4334
1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,1,3316
1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,1,4458
0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,1,5855
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1,5683
0,0,1,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,1,2247
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1,2099
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,1,3348
1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1,3182
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,1,3884
0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,1,4648
0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1,5449
1,0,1,0,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,1,3902
0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,1,4995
1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,1,3849
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,1,2969
0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,1,6144
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,1,5930
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,1,4471
0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,1,4319
0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6,1,5915
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1,2591
1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,1,5353
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0,1,4145
1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,1,4001
0,0,1,0,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1,5160
0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,59.5,1,4661
1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,1,5374
0,0,1,0,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,1,5396
1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,1,2803
1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8,1,3106
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,1,5654
0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,1,4780
1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,1,3861
1,0,1,0,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,1,4421
0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,94.75,1,2740
0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,1,5874
0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,1,4886
0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,1,5105
0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,1,3209
1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,1,5898
1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,1,3797
0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8,1,3410
0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,1,4871
1,0,1,0,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,1,3469
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8,1,2850
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,1,5001
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,1,4903
1,0,1,0,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,1,5536
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,1,3965
1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,1,4747
0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,1,2712
1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,1,3438
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,1,4963
0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,1,3249
0,0,1,0,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,1,2039
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,1,4476
1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,1,4934
0,0,1,0,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,1,4688
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,1,5570
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,1,4214
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,1,3633
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,1,5393
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,1,4017
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,1,3438
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,1,5028
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,1,5211
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,1,3349
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,1,4149
0,0,1,0,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,1,2014
1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,1,5463
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,1,3380
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,1,5394
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,1,5239
0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,1,4931
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,1,2377
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1,5984
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,1,2885
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,1,4741
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1,3046
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,1,5561
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,1,5613
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1,5216
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,1,4584
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,1,2712
0,0,0,0,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,1,4198
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,1,2251
1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,1,5172
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,1,4499
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,1,3068
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,1,4710
1,0,1,0,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,1,6120
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,1,4097
0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,1,2643
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,1,4167
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,1,5828
1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,1,4972
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1,3110
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,1,4718
1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,1,6402
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,1,4888
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,1,4852
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,1,2699
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,1,4546
0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,1,4745
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,1,2850
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,1,3753
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,1,2740
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,1,4795
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,1,4054
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,1,4830
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,1,3997
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,1,5111
1,0,1,0,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,1,6088
1,0,1,0,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,1,3620
0,0,1,0,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,1,2687
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,1,5339
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1,5578
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,1,2176
1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,1,5530
1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,1,5284
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,1,5518
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,1,5005
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,1,6230
0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,1,3238
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1,2044
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,1,5536
0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,1,4415
0,0,1,0,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,1,5148
0,0,1,0,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,1,3747
0,0,1,0,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,1,5853
1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,1,4739
0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,1,5136
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,1,3187
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,1,3208
0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,1,5482
1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1,5897
0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,1,5789
1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,1,2050
0,0,1,0,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,1,4235
1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,1,2857
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,1,2384
0,0,0,0,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,1,5587
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,1,3520
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,1,4622
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,1,5699
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,1,3049
1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,1,4857
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,1,4287
1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,1,4394
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,1,2524
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1,4325
0,0,1,0,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,1,2641
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1,4718
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1,4317
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,1,2516
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,1,5115
0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1,3410
1,0,1,0,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,1,2984
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,1,4091
0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,1,6006
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,1,2833
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,1,2619
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,1,4939
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,1,2901
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,1,5247
1,0,1,0,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,1,5174
0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,1,2563
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,1,4815
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,1,3236
0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2,1,3599
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,1,2887
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,1,5898
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,1,4212
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95,1,5865
1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35,1,5422
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,1,3596
1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,1,5074
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1,2146
0,0,1,0,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15,1,3336
0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0,1,3698
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.55,1,2856
0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,75.8,1,5270
1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,1,5137
1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.25,1,2982
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4,1,4969
0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,1,4417
0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,88.55,1,3685
1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,54.75,1,5699
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3,1,2371
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,1,4490
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,1,3669
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,1,4146
1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,1,6259
0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,1,3344
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,1,3128
0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,86.3,1,3677
0,0,0,0,28,1,2,1,0,2,0,0,0,2,0,1,2,89.95,1,2468
1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,76.45,1,3266
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.0,1,3156
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4,1,5189
0,0,1,0,1,1,2,1,2,0,2,0,2,2,0,1,2,102.45,1,4811
0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,1,80.1,1,4330
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,1,4381
0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,0,98.15,1,3578
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,112.95,1,3965
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,1,4739
0,1,0,0,3,1,0,1,0,0,2,0,2,0,0,1,2,86.85,1,3561
1,0,1,0,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85,1,3425
1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,1,5554
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,1,6001
0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,1,4722
1,1,1,0,66,1,2,1,0,0,2,0,2,2,0,1,1,99.5,1,4479
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55,1,5739
1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,93.9,1,5543
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,1,4708
0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75,1,2655
0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,85.65,1,3223
1,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,106.7,1,2406
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,1,5386
0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,110.35,1,6189
0,0,1,0,48,1,2,1,2,2,0,0,2,2,1,1,1,103.25,1,4736
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8,1,4134
0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6,1,5144
0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,1,2596
1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,1,4469
0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,1,5605
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25,1,4819
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,1,4563
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15,1,2825
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,1,85.55,1,3967
0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1,5413
1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,0,106.35,1,4113
0,0,1,0,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,1,4461
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,1,4254
0,0,1,0,8,1,0,1,0,0,2,0,2,2,0,1,2,94.2,1,2939
0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,1,2,96.25,1,5056
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,1,4559
0,0,1,0,42,0,1,0,0,2,0,2,0,0,1,0,3,33.55,1,2044
0,1,1,0,40,1,2,1,0,0,0,0,2,2,0,1,1,94.55,1,5676
0,0,0,0,57,1,2,1,2,2,2,0,2,2,2,1,0,112.95,1,4738
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.9,1,4747
1,0,0,0,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,1,5274
1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,24.45,1,5573
0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,1,2363
1,1,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,84.8,1,2015
0,1,0,0,31,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1,5362
0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,1,2708
0,1,0,0,14,1,2,1,0,2,2,0,2,2,0,1,2,104.85,1,2292
1,0,1,0,28,1,2,1,2,2,0,0,2,2,1,0,2,106.1,1,3770
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,1,74.2,1,4553
0,0,0,0,5,1,0,1,0,2,0,2,0,2,0,1,2,89.35,1,4584
